user_id_order,isbn_id,rating,book_title,book_author,year_of_publication,publisher,isbn,user_id
3,5979,0,"Guilty Sister (The Stepsisters, No 6)",Tina Oaks,1988,Scholastic Paperbacks (Mm),059041464X,278418
3,5980,0,"My Sister, the Creep",Candice F. Ransom,1990,Scholastic Paperbacks (Mm),590415298,278418
3,5981,0,Stranger Than Fiction,Martin Walsh,0,Scholastic Inc,590415743,278418
3,5982,0,"Class Crush (Junior High, No 2)",Kate Kenyon,1987,Scholastic Paperbacks (Mm),590416499,278418
3,5983,0,Bambi (Walt Disney's Classic),Jan Carr,1988,Scholastic,590416642,278418
3,5984,0,Aladdin and the wonderful lamp,Carol Carrick,1989,Scholastic,590416790,278418
3,5985,0,All the Pretty Horses (Blue Ribbon Books),Susan Jeffers,1986,Scholastic Paperbacks (T),590417096,278418
3,5986,0,The Hallo-wiener,Dav Pilkey,1995,scholastic,590417290,278418
3,5987,0,Mufaros Beautiful Daughters: An African Tale,John Steptoe,1988,Scholastic Paperbacks (Mm),590420585,278418
3,5988,0,Rapunzel,Bernice Chardiet,1990,Scholastic Paperbacks (T),590422812,278418
3,5989,0,Who's Reading Darci's Diary?,Martha Tolles,1985,Scholastic Paperbacks (Mm),590423746,278418
3,5990,0,Helen Keller (Scholastic Biography),Margaret Davidson,1997,Scholastic,590424041,278418
3,5991,0,"Eugene Field's Wynken, Blynken and Nod",Eugene Field,1989,Scholastic Paperbacks (T),059042422X,278418
3,5992,0,Christmas With Morris and Boris,Bernard Wiseman,1986,Scholastic Paperbacks (Mm),590424343,278418
3,5993,0,White Fang,Jack London,1989,Apple Classics (Scholastic),590425919,278418
3,5994,0,"Karen's Birthday (Baby-Sitters Little Sister, 7)",Ann M. Martin,1990,Scholastic Paperbacks,590426710,278418
3,5995,0,"Karen's Little Sister (Baby-Sitters Little Sister, 6)",Ann M. Martin,1989,Scholastic Paperbacks,590426923,278418
3,5996,0,Freight train,Donald Crews,1989,Scholastic Inc,059042694X,278418
3,5997,0,Batter Up,Neil Johnson,1992,Scholastic Paperbacks (T),059042730X,278418
3,5998,0,How Puppies Grow,Millicent E. Selsam,1990,Scholastic Paperbacks (T),590427369,278418
3,5999,0,"Gift Horse (Animal Inn, No 12)",Virginia Vail,1991,Scholastic Paperbacks (Mm),590428039,278418
3,6000,0,Summer Magic,Ruth Chew,1977,Scholastic Inc.,590428578,278418
3,6001,0,The Hungry Thing Returns,Jan Slepian,1993,Scholastic,590428918,278418
3,6002,0,Song and Dance Man,Karen Ackerman,1988,Scholastic Paperbacks (Mm),590430092,278418
3,6003,0,Jessie Bear What You Wear,Nancy White Carleson,1989,Scholastic Paperbacks (Mm),590431188,278418
3,6004,0,Lizzie's Worst Year,Catherine Robinson,1990,Scholastic Paperbacks (Mm),059043120X,278418
3,6005,0,This Is the Way We Go to School: A Book About Children Around the World (Blue Ribbon Book),Edith Baer,1992,Scholastic,590431625,278418
3,6006,0,Clever Tom and the Leprechaun: An Old Irish Story,Linda Shute,1990,Scholastic,590431706,278418
3,6007,0,Scary Stories to Tell In the Dark,Alvin Schwartz,0,Scholastic Inc,590431978,278418
3,6008,0,Beach Party,R. L. Stine,1995,Scholastic,590432788,278418
3,6009,0,"Martin and the Tooth Fairy (School Friends, No 3)",Bernice Chardiet,1991,Scholastic,590433059,278418
3,6010,0,Paper Tricks II (Paper Tricks),Florence Temko,1991,Scholastic Paperbacks,590433334,278418
3,6011,0,"Teach Us, Amelia Bedelia (Hello Reader)",Peggy Parish,1987,Scholastic Paperbacks,590433458,278418
3,6012,0,Ghosts Beneath Our Feet,Betty Ren Wright,1995,Scholastic,590434446,278418
3,6013,0,Fledgling,Jane Langton,0,Scholastic Inc,590434519,278418
3,6014,0,Seed Is a Promise,Claire Merrill,1990,Scholastic,590434543,278418
3,6015,0,The Ghost at Dawn's House (Baby-Sitters Club (Paperback)),Ann M. Martin,1991,Scholastic Paperbacks,590435086,278418
3,6016,0,"Mary Anne Saves the Day (Baby-Sitters Club, 4)",Ann M. Martin,1987,Scholastic Paperbacks (Mm),590435124,278418
3,6017,0,"Claudia and the Phantom Phone Calls (Baby-Sitters Club, 2)",Ann Matthews Martin,1986,Scholastic Paperbacks,590435132,278418
3,6018,0,The Ghosts of Mercy Manor,Betty Ren Wright,1994,Scholastic,590436023,278418
3,6019,0,"Karen's Sleepover (Baby-Sitters Little Sister, 9)",Ann M. Martin,1991,Scholastic,059043652X,278418
3,6020,0,"Scrawny, the Classroom Duck",Susan Clymer,1991,Scholastic Paperbacks (Mm),590437291,278418
3,6021,0,Mary Had a Little Lamb (Blue Ribbon),Sarah Josepha Hale,1992,Scholastic,590437747,278418
3,6022,0,The Haunting of Grade Three (Lucky Star),Grace MacCarone,1987,Scholastic,590438689,278418
3,6023,0,True Stories About Abraham Lincoln,Ruth Belov Gross,1991,Scholastic,590438794,278418
3,6024,0,Kristy's Big Day (Baby-Sitters Club (Paperback)),Ann M. Martin,1988,Scholastic Paperbacks,590438999,278418
3,6025,0,Jacket I Wear in the Snow,Shirley Neitzel,1990,Scholastic Paperbacks (Mm),590439456,278418
3,6026,0,The Computer That Ate My Brother,Dean Marney,1987,Scholastic,590440055,278418
3,6027,0,"It Zwibble, the Star-Touched Dinosaur",Werenko Ross,1987,Scholastic Paperbacks (T),059044008X,278418
3,6028,0,Prizewinning Science Fair Projects,Penny Raife Durant,1992,Scholastic Paperbacks (Mm),590440195,278418
3,6029,0,George Washington's Socks,Elvira Woodruff,1993,Apple,590440365,278418
3,6030,0,Lon Po Po,Ed Young,0,Scholastic Inc,590440691,278418
3,6031,0,Bo Jackson: Playing the Games (Scholastic Biography),Ellen Emerson White,1990,Scholastic,590440756,278418
3,6032,0,School Bus,Donald Crews,1990,Scholastic Books,590441531,278418
3,6033,0,Charlie Needs a Cloak,Tomie De Paola,1978,Scholastic Paperbacks,590441884,278418
3,6034,0,Prom Dress,Lael Littke,1989,Scholastic Paperbacks (Mm),590442376,278418
3,6035,0,"Beyond Belief: Strange, True Mysteries of the Unknown (Point)",Brad Steiger,1992,Scholastic Paperbacks,059044252X,278418
3,6036,0,Karen's Roller Skates (Baby-Sitters Little Sister #2),Ann M. Martin,1992,Scholastic,590442597,278418
3,6037,0,"Karen's Kittycat Club (Baby-Sitters Little Sister, 4)",Ann M. Martin,1990,Scholastic,590442643,278418
3,6038,0,Clifford's Tricks (Clifford the Big Red Dog (Paperback)),Norman Bridwell,1986,Cartwheel Books,590442910,278418
3,6039,0,Clifford's Good Deeds (Clifford the Big Red Dog (Paperback)),Norman Bridwell,1985,Cartwheel Books,590442929,278418
3,6040,0,The Skeleton Inside You,Philip Balestrino,1990,Scholastic Press,059044347X,278418
3,6041,0,Prince and the Pauper (Walt Disney Classics),Nancy E. Krulik,1990,Scholastic,059044364X,278418
3,6042,0,A Winter Day,Douglas Florian,1991,Scholastic 10x8 paperback,590443860,278418
3,6043,0,Five Minutes' Peace,Jill Murphy,1990,"Scholastic, Inc",590443895,278418
3,6044,0,"Pancakes, Pancakes (Blue Ribbon)",Eric Carle,1992,Scholastic,590444530,278418
3,6045,0,Santa's Favorite Story (Blue Ribbon Book),Hisako Aoki,1991,Scholastic,590444549,278418
3,6046,0,A Very Scary Haunted House (Glows in the Dark),Joanne Barkan,1991,Scholastic,590444972,278418
3,6047,0,Treasure Island,Robert Louis Stevenson,1988,Scholastic,590445014,278418
3,6048,0,The Candy Witch,Steven Kroll,1986,Scholastic Paperbacks (T),059044509X,278418
3,6049,0,Moccasin Trail,Eloise Mcgraw,0,Scholastic Inc,590445510,278418
3,6050,0,Encyclopedia Brown Sets the Pace (Encyclopedia Brown (Paperback)),Donald J. Sobol,1991,Scholastic,590445774,278418
3,6051,0,The Baby Zoo,Bruce McMillan,1995,Scholastic,590446355,278418
3,6052,0,New Baby Calf,Edith Newlin Chase,1990,Scholastic,590447769,278418
3,6053,0,Dinosaurs' Christmas (Read With Me),Liza Donnelly,1994,Cartwheel Books (Scholastics),059044798X,278418
3,6054,0,"Karen's New Teacher (Baby-Sitters Little Sister, 21)",Ann M. Martin,1991,Scholastic,590448242,278418
3,6055,0,"Karen's Cartwheel (Baby-Sitters Little Sister, 29)",Ann M. Martin,1992,Scholastic,590448250,278418
3,6056,0,"Karen's Mystery (Baby-Sitters Little Sister Super Special, 3)",Ann M. Martin,1995,Scholastic,590448277,278418
3,6057,0,Karen's Big Joke (Baby-Sitters Little Sister (Paperback)),Ann M. Martin,1992,Scholastic,590448293,278418
3,6058,0,Karen's Ducklings (Baby-Sitters Little Sister (Paperback)),Ann M. Martin,1992,Scholastic,590448307,278418
3,6059,0,"Karen's Pen Pal (Baby-Sitters Little Sister, 25)",Ann M. Martin,1992,Scholastic,590448315,278418
3,6060,0,"Karen's Doll (Baby-Sitters Little Sister, 23)",Ann M. Martin,1991,Scholastic,590448323,278418
3,6061,0,Sometimes I Feel Like a Mouse: A Book About Feelings,Jeanne Modesitt,1996,Scholastic,590448366,278418
3,6062,0,It Zwibble and the Greatest Clean-Up Ever!,Lisa V. Werenko,1991,Scholastic Paperbacks (T),590448404,278418
3,6063,0,Shadows Are About,Ann Whitford Paul,1996,Scholastic Paperbacks (T),590448439,278418
3,6064,0,Over in the Meadow,A. Olive Wadsworth,1991,Scholastic,059044848X,278418
3,6065,0,"Snowbound (Baby-Sitters Club Super Special, 7)",Ann M. Martin,1996,Scholastic,059044963X,278418
3,6066,0,The Haunted Cabin Mystery #20 (The Boxcar Chilrdren),Gertrude Chandler Warner,1991,Scholastic Inc.,590449834,278418
3,6067,0,"Happy Birthday, Samantha! A Springtime Story (The American Girls Collection, Book 4)",Valerie Tripp,1987,Scholastic Inc.,059045076X,278418
3,6068,0,Never Say Boo to a Ghost and Other Haunting Rhymes,John Foster,1991,Scholastic,590451278,278418
3,6069,0,Anpoa: An American Indian Odyssey,Jamake Highwater,1994,Scholastic Paperbacks (T),590451405,278418
3,6070,0,If You Sailed on the Mayflower in 1620,Ann McGovern,1993,Scholastic,590451618,278418
3,6071,0,Rattle Your Bones (Color and Learn),Andrea Zimmerman,1992,Scholastic Paperbacks (T),590452630,278418
3,6072,0,More Tales for the Midnight Hour (Point),J.B. Stamper,1992,Scholastic,590453440,278418
3,6073,0,"The Bunny Hop (Hello Reader, Level 1)",Teddy Slater,1992,Scholastic,590453548,278418
3,6074,0,"Monster Blood (Goosebumps, No 3)",R. L. Stine,1995,Scholastic,059045367X,278418
3,6075,0,"The Curse of the Mummy's Tomb (Goosebumps, No 5)",R. L. Stine,1995,Scholastic,590453696,278418
3,6076,0,Day the Fifth Grade Disappeared,Terri Fields,1996,Scholastic,059045403X,278418
3,6077,0,Moondance,Frank Asch,1994,Scholastic,590454889,278418
3,6078,0,The Big Lie: A True Story,Isabella Leitner,1994,Scholastic,590455702,278418
3,6079,0,The Littles and the Terrible Tiny Kid (Littles),John Peterson,1993,Scholastic Paperbacks,590455788,278418
3,6080,0,The Day We Walked on the Moon,George Sullivan,1992,Scholastic Paperbacks (T),590455877,278418
3,6081,0,"Karen's Tuba (Baby-Sitters Little Sister, 37)",Ann M. Martin,1993,Scholastic,590456539,278418
3,6082,0,"Dawn Saves the Planet (Baby-Sitters Club, 57)",Ann M. Martin,1992,Scholastic,059045658X,278418
3,6083,0,Vampires Promise (Point),Caroline B. Cooney,1993,Scholastic Paperbacks (Mm),590456822,278418
3,6084,0,Roller Skates! (Hello Reader! Level 2 (Paperback)),Stephanie Calmenson,1992,Scholastic,590457160,278418
3,6085,0,Berlioz the Bear,Jan Brett,0,Scholastic Inc,590457543,278418
3,6086,0,Good Morning Baby (What-a-Baby Books),Cheryl Willis Hudson,1992,Scholastic,590457608,278418
3,6087,0,"Into the Land of the Unicorns (The Unicorn Chronicles, Book 1)",Bruce Coville,1995,Scholastic,590459562,278418
3,6088,0,Is it Dark? Is it Light?,Mary D Lankford,1991,Scholastic,590459805,278418
3,6089,0,Trouble at Moosehead Lake (Emergency Rescue),James Cowan,1993,Scholastic Paperbacks (Mm),590460188,278418
3,6090,0,Who Killed Mr. Boddy? (Clue),A. E. Parker,1996,Scholastic Paperbacks (Mm),590461109,278418
3,6091,0,My Messy Room (My First Hello Reader!),Mary Packard,1993,Scholastic,590461915,278418
3,6092,0,A Wish for Wings That Work: An Opus Christmas Story,Berkeley Breathed,1992,Scholastic Inc.,590463683,278418
3,6093,0,Aladdin and the Magic Lamp (Read With Me Paperbacks),Jordan Horowitz,1993,Scholastic,590464175,278418
3,6094,0,The Little Mermaid (Read With Me),Justine Korman,1993,Scholastic,590464485,278418
3,6095,0,Beauty and the Beast (Read With Me),Jan Carr,1993,Scholastic,590464515,278418
3,6096,0,Working Hard With the Mighty Dump Truck,Justine Korman,1993,Cartwheel Books,590464817,278418
3,6097,0,Jimmy Spoon and the Pony Express,Kristiana Gregory,1997,Scholastic,590465783,278418
3,6098,5,"Night of the Living Dummy (Goosebumps, No 7)",R. L. Stine,1995,Scholastic,590466178,278418
3,6099,0,"The Girl Who Cried Monster (Goosebumps, No 8)",R. L. Stine,1995,Scholastic,590466186,278418
3,6100,0,Have You Seen Trees,Joanne Oppenheim,1995,Scholastic Paperbacks (T),590466917,278418
3,6101,0,"Karen's Kite (Baby-Sitters Little Sister, 47)",Ann M. Martin,1994,Scholastic Paperbacks,590469134,278418
3,6102,0,The Norfin Trolls: The Best Costume Party Ever,Mitzy Kafka,1992,Scholastic,590469584,278418
3,6103,0,Norfin Trolls: Too Many Trolls (Norfin Trolls),Mitzy Kafka,1993,Scholastic,590469592,278418
3,6104,0,Clifford's Thanksgiving Visit (Clifford the Big Red Dog (Paperback)),Norman Bridwell,1993,Scholastic,590469878,278418
3,6105,0,"Karen's School (Baby-Sitters Little Sister, 41)",Ann M. Martin,1993,Scholastic,590470418,278418
3,6106,0,"Karen's Pizza Party (Baby-Sitters Little Sister, 42)",Ann M. Martin,1997,Scholastic,590470426,278418
3,6107,0,"Karen's Big Weekend (Baby-Sitter's Little Sister, No. 44)",Ann M. Martin,1993,Scholastic,590470434,278418
3,6108,0,Aliens Don't Wear Braces (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,1993,Scholastic,590470701,278418
3,6109,0,Frankenstein Doesn't Plant Petunias (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,1997,Scholastic,059047071X,278418
3,6110,0,Tom and Jerry: The Movie,Jordan Horowitz,1993,Scholastic Paperbacks (T),590471163,278418
3,6111,0,101 Spooky Halloween Jokes,Melvin Berger,1993,Scholastic Paperbacks (Mm),590471430,278418
3,6112,0,Genies Don't Ride Bicycles (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,1994,Scholastic,590472976,278418
3,6113,0,Pirates Don't Wear Pink Sunglasses (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,1995,Scholastic,590472984,278418
3,6114,0,Working Hard With the Mighty Loader,Justine Korman,1993,Scholastic,590473026,278418
3,6115,0,Science in a Bottle,Sandra Markle,1995,Scholastic Paperbacks (T),590475959,278418
3,6116,0,Mr. Popper's Penguins,Richard Atwater,0,Scholastic Inc,590477331,278418
3,6117,0,"One Day at Horrorland (Goosebumps, No 16)",R. L. Stine,1995,Scholastic,590477382,278418
3,6118,0,"Go Eat Worms! (Goosebumps, No 21)",R. L. Stine,1995,Scholastic,590477439,278418
3,6119,0,"Ghost Beach (Goosebumps, No 22)",R. L. Stine,1995,Scholastic,590477447,278418
3,6120,0,Amelia Bedelia,Peggy Parish,1993,Scholastic Inc.,590477641,278418
3,6121,0,It's Pumpkin Time!,Zoe Hall,1994,Scholastic Inc.,590478400,278418
3,6122,0,"Dawn and Whitney, Friends Forever (Baby Sitters Club, No. 77)",Ann M. Martin,1994,Scholastic,590482211,278418
3,6123,0,"Karen's Mermaid (Baby-Sitters Little Sister, 52)",Ann M. Martin,1994,Scholastic,590482998,278418
3,6124,0,"Karen's Candy (Baby-Sitters Little Sister, 54)",Ann M. Martin,1997,Scholastic,590483013,278418
3,6125,0,"Karen's Ice Skates (Baby-Sitters Little Sister, 56)",Ann M. Martin,1994,Scholastic,590483021,278418
3,6126,0,"Karen's New Bike (Baby-Sitters Little Sister, 62)",Ann M. Martin,1995,Scholastic,590483072,278418
3,6127,0,"The Barking Ghost (Goosebumps, No 32)",R. L. Stine,1995,Apple,590483447,278418
3,6128,0,"The Horror at Camp Jellyjam (Goosebumps, No 33)",R. L. Stine,1995,Scholastic,590483455,278418
3,6129,0,"It Came from Beneath the Sink! (Goosebumps, No 30)",R. L. Stine,1995,Scholastic,059048348X,278418
3,6130,0,"Night of the Living Dummy II  (Goosebumps, No 31)",R. L. Stine,1995,Scholastic,590483498,278418
3,6131,0,"My Hairiest Adventure (Goosebumps, No 26)",R. L. Stine,1995,Scholastic,590483501,278418
3,6132,0,"Soccer Game! (Hello Reader! (DO NOT USE, please choose level and binding))",Grace MacCarone,1994,Scholastic,590483692,278418
3,6133,0,The Magic School Bus in the Haunted Museum: A Book About Sound (Magic School Bus (Paperback)),Joanna Cole,1995,Scholastic,590484125,278418
3,6134,0,The Magic School Bus Hops Home: A Book About Animal Habitats,Patricia Relf,1995,Scholastic,590484133,278418
3,6135,0,The Magic School Bus Gets Eaten: A Book About Food Chains,Patricia Relf,1996,Scholastic,590484141,278418
3,6136,0,"Clifford the Firehouse Dog (Clifford, the Big Red Dog)",Norman Bridwell,1994,Scholastic,590484192,278418
3,6137,0,The Spray-Paint Mystery,Angela Shelf Medearis,1996,Scholastic,590484745,278418
3,6138,0,The Pet That I Want (My First Hello Reader!),Mary Packard,1995,Scholastic,590485121,278418
3,6139,0,Black Beauty (Apple Classics),Anna Sewell,1994,Scholastic Paperbacks,590486101,278418
3,6140,0,It Wasn't My Fault,Helen Lester,1994,"Scholastic, Inc.",590486454,278418
3,6141,0,Around the World In a Hundred Years,Jean Fritz,0,Scholastic Inc,590489100,278418
3,6142,0,Tooth Fairy Magic (Sparkle-and-Glow Books),Joanne Barkan,1995,Cartwheel Books,059048933X,278418
3,6143,0,The Change (Animorphs (Paperback Numbered)),Katherine Applegate,1997,Scholastic,059049418X,278418
3,6144,0,"The Ghost Next Door (Goosebumps, No 10)",R. L. Stine,1995,Scholastic,590494457,278418
3,6145,0,"The Haunted Mask (Goosebumps, No 11)",R. L. Stine,1995,Scholastic,590494465,278418
3,6146,0,"Be Careful What You Wish For... (Goosebumps, No 12)",R. L. Stine,1995,Scholastic,590494473,278418
3,6147,0,"You Can't Scare Me! (Goosebumps, No 15)",R. L. Stine,1995,Scholastic,590494503,278418
3,6148,0,"The Departure (Animorphs, vol. 19)",Katherine Applegate,1998,Scholastic,590494511,278418
3,6149,0,"Karen's Book (Baby-Sitters Little Sister, 100)",Ann M. Martin,1998,Apple,590500511,278418
3,6150,0,"Karen's Chain Letter (Baby-Sitters Little Sister, 101)",Ann M. Martin,1998,Scholastic,590500538,278418
3,6151,0,"Karen's Field Day (Baby-Sitters Little Sister, 108)",Ann M. Martin,1999,Little Apple Books (Scholastic),590500600,278418
3,6152,0,"Karen's Show and Share (Baby-Sitters Little Sister, 109)",Ann M. Martin,1999,Scholastic,590500619,278418
3,6153,0,"A Journey to the New World: The Diary of Remember Patience Whipple, Mayflower, 1620 (Dear America Series)",Kathryn Lasky,1996,Scholastic,059050214X,278418
670,6153,0,"A Journey to the New World: The Diary of Remember Patience Whipple, Mayflower, 1620 (Dear America Series)",Kathryn Lasky,1996,Scholastic,059050214X,278506
3,6154,0,Magnet Science,Glen Vecchione,1998,Scholastic,590516086,278418
3,6155,0,"It Came from the Internet (Give Yourself Goosebumps, No 33)",R. L. Stine,1999,Scholastic,590516655,278418
3,6156,0,"Ship of Ghouls (Give Yourself Goosebumps, No 36)",R. L. Stine,1999,Scholastic,590517236,278418
3,6157,0,"Claudia and the Disaster Date (Baby-Sitters Club Friends Forever, 12)",Ann M. Martin,2000,Apple Paperbacks (Scholastic),590523481,278418
3,6158,0,"Karen's Chicken Pox (Baby-Sitters Little Sister, 114)",Ann M. Martin,1999,Scholastic,590523821,278418
3,6159,0,"Karen's Figure Eight (Baby-Sitters Little Sister, 118)",Ann M. Martin,2000,Scholastic,590524984,278418
3,6160,0,Somebody and the Three Blairs,Marilyn Tolhurst,1995,Scholastic,590539604,278418
3,6161,0,A Day in the Life of a Baseball Player: Mo Vaughn,Eric Arnold,1996,Scholastic,590543504,278418
3,6162,0,"The Headless Ghost (Goosebumps, No 37)",R. L. Stine,1995,Scholastic,590568744,278418
3,6163,0,"The Abominable Snowman of Pasadena (Goosebumps, No 38)",R. L. Stine,1995,Scholastic,590568752,278418
3,6164,0,"How I Got My Shrunken Head (Goosebumps, No 39)",R. L. Stine,1996,Scholastic,590568760,278418
3,6165,0,"Egg Monsters from Mars (Goosebumps, No 42)",R. L. Stine,1996,Scholastic,590568795,278418
3,6166,0,"Say Cheese and Die-Again! (Goosebumps, No 44)",R. L. Stine,1996,Scholastic,590568817,278418
3,6167,0,"Ghost Camp (Goosebumps, No 45)",R. L. Stine,1996,Scholastic,590568825,278418
3,6168,0,"How to Kill a Monster (Goosebumps, No 46)",R. L. Stine,1996,Scholastic,590568833,278418
3,6169,0,"Attack of the Jack-O'-Lanterns (Goosebumps, 48)",R. L. Stine,1996,Scholastic,059056885X,278418
3,6170,0,"Beware, the Snowman (Goosebumps, No 51)",R. L. Stine,1997,Scholastic,590568884,278418
3,6171,0,"Chicken Chicken (Goosebumps, No 53)",R. L. Stine,1997,Apple (Scholastic),590568906,278418
3,6172,0,"The Blob That Ate Everyone (Goosebumps, No 55)",R. L. Stine,1997,Apple (Scholastic),590568922,278418
3,6173,0,"My Best Friend Is Invisible (Goosebumps, No 57)",R. L. Stine,1997,Scholastic,590568949,278418
3,6174,0,Blood Curse (Vampire's Love No. 1),Janice Harrell,1995,Scholastic Paperbacks (Mm),590603884,278418
3,6175,0,"Blood Spell (Vampire's Love, No 2)",Janice Harrell,1995,Scholastic Paperbacks,590603906,278418
3,6176,0,"Dinosaurs Before Dark (Magic Tree House, #1)",Mary Pope Osborne,1992,Scholastic School Market Edition,590623524,278418
3,6177,0,"The Case of the Runaway Turtle (Clue Jr, Number 6)",Parker C. Hinter,1996,Scholastic,590623737,278418
3,6178,0,Let's Talk About Being Helpful (Let's Talk About),Joy Wilt Berry,1996,Scholastic,590623850,278418
3,6179,0,Santa Paws,Nicholas Edwards,1996,Scholastic,590624008,278418
3,6180,0,The Little Red Caboose (My First Hello Reader),Steve Metzger,1999,Scholastic,590635980,278418
3,6181,0,"The Solution (Animorphs, #22)",K.A. Applegate,1998,Scholastic Inc.,590636715,278418
3,6182,0,Howl-A-Ween,Todd Strasser,1996,Scholastic Paperbacks (Mm),590649337,278418
3,6183,0,Michael Jordan,Nicholas Edwards,1995,Scholastic Paperbacks (T),590651730,278418
3,6184,0,"A Bug, a Bear, and a Boy: Paint a Picture",David McPhail,1998,Scholastic SeeSaw Book Club,590662082,278418
3,6185,0,"A Bug, a Bear, and a Boy Gof for a Ride",David McPhail,1998,Scholastic,059066218X,278418
3,6186,0,"Ghost Horse (Phantom Rider, Bk 1)",Janni Lee Simner,1996,Scholastic,590673130,278418
3,6187,0,"The Deadly Experiments of Dr. Eeek (Give Yourself Goosebumps, No 4)",R. L. Stine,1996,Scholastic,590673181,278418
3,6188,0,"Night in Werewolf Woods (Give Yourself Goosebumps, No 5)",R. L. Stine,1996,Scholastic,059067319X,278418
3,6189,0,Zombie Surf Commandos from Mars! (The Weird Zone #1),Tony Abbott,1996,Scholastic Paperbacks (Mm),590674331,278418
3,6190,0,For Your Eyes Only!,Joanne Rocklin,2001,Apple,059067448X,278418
3,6191,0,Help!: I'm Trapped in My Gym Teacher's Body,Todd Strasser,1997,Apple (Scholastic),590679872,278418
3,6192,0,"Karens School Surprise (Baby-Sitters Little Sister, 77)",Ann M. Martin,1996,Scholastic,590691856,278418
3,6193,0,"Karen's Half Birthday (Baby-Sitters Little Sister, 78)",Ann M. Martin,1996,Scholastic,590691864,278418
3,6194,0,"Karen's Christmas Tree (Baby-Sitters Little Sister, 80)",Ann M. Martin,1996,Scholastic,590691880,278418
3,6195,0,"Karen's Bunny (Baby-Sitters Little Sister, 83)",Ann M. Martin,1997,Scholastic,590691910,278418
3,6196,0,"Karen's Big Job (Baby-Sitters Little Sister, 84)",Ann M. Martin,1997,Little Apple,590691929,278418
3,6197,0,"Karen's Telephone Trouble (Baby-Sitters Little Sister, 86)",Ann M. Martin,1997,Little Apple,590691945,278418
3,6198,0,Franklin's Halloween (Franklin),Paulette Bourgeois,1996,Scholastic,590693301,278418
3,6199,0,"The Threat (Animorphs , No 21)",Katherine Applegate,1998,Scholastic,590762540,278418
3,6200,0,Winning Ways: A Photohistory of American Women in Sport,Sue MacY,1998,Polaris,590763369,278418
3,6201,0,"Scooby-Doo and the Haunted Castle (Scooby-Doo Mysteries, 1)",James Gelsey,1998,Little Apple,590819097,278418
3,6202,0,The Adventures of Captain Underpants: An Epic Novel (Captain Underpants),Dav Pilkey,1997,Little Apple,590846280,278418
3,6203,0,"Diary of a Mad Mummy (Give Yourself Goosebumps, No 10)",R. L. Stine,1996,Scholastic,590847678,278418
3,6204,0,"Deep in the Jungle of Doom (Give Yourself Goosebumps, No 11)",R. L. Stine,1996,Scholastic,590847686,278418
3,6205,0,"Welcome to the Wicked Wax Museum (Give Yourself Goosebumps, No 12)",R. L. Stine,1996,Scholastic,590847724,278418
3,6206,0,"Scream of the Evil Genie (Give Yourself Goosebumps, No 13)",R. L. Stine,1997,Scholastic,590847732,278418
3,6207,0,"The Creepy Creations of Professor Shock (Give Yourself Goosebumps, No 14)",R. L. Stine,1997,Apple (Scholastic),590847740,278418
3,6208,0,"Secret Agent Grandma (Give Yourself Goosebumps, No 16)",R. L. Stine,1997,Apple (Scholastic),590847759,278418
3,6209,0,"Bigfoot Doesn't Square Dance (Adventures of the Bailey School Kids, 25)",Debbie Dadey,1997,Little Apple Books (Scholastic),590849050,278418
3,6210,0,Monster of the Month Club,Dian Curtis Regan,1995,scholastic Apple Paperbacks,590869876,278418
3,6211,4,"The Case of the U. S. Space Camp Mission (The Adventures of Mary-Kate &amp; Ashley, No 4)",Scholastic Staff,1996,Scholastic,059088008X,278418
3,6212,0,"The Case of the Volcano Mystery: A Novelization (Adventures of Mary-Kate &amp; Ashley, No 8)",Carol Thompson,1997,Scholastic,590880144,278418
3,6213,0,The Magic School Bus Ups and Downs: A Book About Floating and Sinking (Magic School Bus),Jane B. Mason,1997,Scholastic,590921584,278418
3,6214,0,The Magic School Bus Spins a Web: A Book About Spiders (Magic School Bus),Joanna Cole,1997,Scholastic,590922343,278418
3,6215,0,The Magic School Bus Shows and Tells: A Book About Archaeology (Magic School Bus),Jackie Posner,1997,Scholastic,590922424,278418
3,6216,0,The Magic School Bus Makes a Rainbow: A Book About Color (Magic School Bus),Scholastic Books,1997,Scholastic,590922513,278418
3,6217,0,"So Far From Home : The Diary of Mary Driscoll, an Irish Mill Girl, Lowell, Massachusetts, 1847 (Dear America)",Barry Denenberg,1997,Scholastic,590926675,278418
670,6217,0,"So Far From Home : The Diary of Mary Driscoll, an Irish Mill Girl, Lowell, Massachusetts, 1847 (Dear America)",Barry Denenberg,1997,Scholastic,590926675,278506
3,6218,0,"Please Don't Feed the Vampire! (Give Yourself Goosebumps, No 15)",R. L. Stine,1997,Apple,590934775,278418
3,6219,0," Little Comic Shop of Horrors (Give Yourself Goosebumps, Book 17)",R. L. Stine,1997,Apple (Scholastic),059093483X,278418
3,6220,0,"Escape from Camp Run-for-Your-Life (Give Yourself Goosebumps, No 19)",R. L. Stine,1997,Scholastic,590934899,278418
3,6221,0,"Toy Terror: Batteries Included (Give Yourself Goosebumps, No 20)",R. L. Stine,1997,Apple (Scholastic),590934929,278418
